destinatario_id,tipo,documento,uf,cidade
1377,PF,02537783815,MG,Uberlândia
1378,PF,92653566528,PR,Londrina
1379,PF,21934176703,SC,Joinville
1380,PF,63995470479,CE,Fortaleza
1381,PF,88456722901,RJ,Rio de Janeiro
1382,PF,19688812053,DF,Brasília
1383,PJ,33707023658942,CE,Fortaleza
1384,PJ,15465451197234,SP,São Paulo
1385,PJ,64147166017984,BA,Feira de Santana
1386,PJ,51898580479176,SP,Campinas
1387,PF,93240717430,DF,Ceilândia
1388,PF,83589085744,RS,Porto Alegre
1389,PF,88223057170,MG,Contagem
1390,PF,24111816322,CE,Juazeiro do Norte
1391,PJ,38105836546708,RJ,Rio de Janeiro
1392,PF,88325686261,DF,Ceilândia
1393,PF,36798982004,PE,Recife
1394,PF,44163835913,MG,Uberlândia
1395,PF,65501205068,DF,Ceilândia
1396,PF,63267053283,DF,Brasília
1397,PJ,36648575944873,CE,Sobral
1398,PJ,56708207957758,SC,Florianópolis
1399,PF,60337061500,PR,Maringá
1400,PF,38492867725,PE,Olinda
1401,PF,59546020359,BA,Feira de Santana
1402,PF,31241087226,SP,São Paulo
1403,PF,08129379463,PE,Caruaru
1404,PF,82574654531,PE,Olinda
1405,PF,54889318382,SC,Blumenau
1406,PF,28379833594,GO,Rio Verde
1407,PF,90090340521,SP,Santos
1408,PF,10752361718,RS,Porto Alegre
1409,PF,09837425488,RS,Pelotas
1410,PF,07920861838,BA,Salvador
1411,PF,60402289351,SC,Blumenau
1412,PF,38238542558,MG,Uberlândia
1413,PF,34360646999,DF,Taguatinga
1414,PF,18724277418,PR,Maringá
1415,PF,21115066266,GO,Goiânia
1416,PJ,46948533402697,DF,Ceilândia
1417,PF,34483323340,BA,Ilhéus
1418,PF,66986684289,PE,Olinda
1419,PF,39519057628,CE,Sobral
1420,PJ,89627105716466,PE,Olinda
1421,PF,32169694109,DF,Brasília
1422,PF,34741279925,SP,Santos
1423,PF,85005214819,CE,Fortaleza
1424,PF,70287526273,GO,Rio Verde
1425,PF,05964245847,SP,Campinas
1426,PF,21860955775,SC,Joinville
1427,PF,83961019660,BA,Salvador
1428,PF,99117985140,SC,Joinville
1429,PF,06731478177,CE,Sobral
1430,PF,02963603577,CE,Fortaleza
1431,PF,42696374494,DF,Brasília
1432,PJ,89565868297268,PE,Caruaru
1433,PJ,71963317137160,BA,Feira de Santana
1434,PF,66488197067,PE,Caruaru
1435,PF,78572085780,CE,Juazeiro do Norte
1436,PF,71223384811,RS,Caxias do Sul
1437,PF,54497588336,GO,Goiânia
1438,PF,07842559601,SC,Blumenau
1439,PF,09666376666,SC,Joinville
1440,PF,10164503349,CE,Juazeiro do Norte
1441,PF,54322766198,SP,São Paulo
1442,PF,35788762500,PE,Olinda
1443,PF,50867514408,CE,Sobral
1444,PJ,56198047821954,MG,Contagem
1445,PJ,34667469131801,CE,Juazeiro do Norte
1446,PF,42483598705,MG,Belo Horizonte
1447,PJ,55170852719767,PR,Londrina
1448,PJ,67454618430246,DF,Brasília
1449,PF,95435006202,PE,Caruaru
1450,PF,07299800984,RS,Pelotas
1451,PF,60045762906,RJ,Niterói
1452,PF,66779894822,MG,Contagem
1453,PJ,11381435536073,SP,Santos
1454,PF,66543803514,RJ,Rio de Janeiro
1455,PF,85338299557,PE,Caruaru
1456,PJ,96740188868493,DF,Brasília
1457,PJ,68792768492153,DF,Taguatinga
1458,PF,44049433290,SP,São Paulo
1459,PJ,87372043269522,PE,Recife
1460,PF,36162699777,RS,Porto Alegre
1461,PF,17351517470,PE,Olinda
1462,PF,69338996033,PR,Londrina
1463,PF,27346602687,RJ,Duque de Caxias
1464,PF,54676341199,MG,Belo Horizonte
1465,PF,72477557822,GO,Goiânia
1466,PF,03791651716,RJ,Duque de Caxias
1467,PF,39887652474,SC,Joinville
1468,PF,57528712974,RJ,Niterói
1469,PJ,94832587506661,RS,Porto Alegre
1470,PF,21012966583,BA,Ilhéus
1471,PF,63629287854,RJ,Duque de Caxias
1472,PF,41492855995,PE,Recife
1473,PJ,94812074699404,RJ,Niterói
1474,PF,14262512979,RS,Porto Alegre
1475,PF,25118945594,RJ,Duque de Caxias
1476,PF,84751460529,SP,São Paulo
1477,PJ,25613039412290,PR,Londrina
1478,PF,75967699833,BA,Feira de Santana
1479,PF,15370997272,CE,Juazeiro do Norte
1480,PF,28781688016,CE,Sobral
1481,PJ,40698404770527,CE,Juazeiro do Norte
1482,PF,12696896689,PE,Olinda
1483,PF,28368209175,PE,Olinda
1484,PF,78181377965,BA,Ilhéus
1485,PF,41526377746,RS,Porto Alegre
1486,PJ,22508959935882,CE,Fortaleza
1487,PF,49071867572,PE,Olinda
1488,PJ,88721571251289,CE,Fortaleza
1489,PF,54071844535,DF,Brasília
1490,PF,19642838564,BA,Ilhéus
1491,PF,34242174859,DF,Ceilândia
1492,PF,28276398828,BA,Feira de Santana
1493,PF,11976400717,SP,Campinas
1494,PF,31469075767,RS,Caxias do Sul
1495,PF,09565315560,GO,Goiânia
1496,PF,30114557791,PE,Olinda
1497,PF,09785937860,PE,Recife
1498,PF,87048357725,SC,Joinville
1499,PF,80785912221,DF,Taguatinga
1500,PF,66242607774,SC,Joinville
1501,PF,83938296176,PE,Olinda
1502,PF,77083993037,BA,Ilhéus
1503,PF,37076833844,PR,Curitiba
1504,PF,45383679776,RJ,Duque de Caxias
1505,PF,61971961276,SP,Santos
1506,PJ,85428767341868,CE,Fortaleza
1507,PF,42453982179,CE,Sobral
1508,PF,35375077237,DF,Ceilândia
1509,PF,68883550622,MG,Uberlândia
1510,PJ,15609623619035,MG,Belo Horizonte
1511,PF,53439916105,RJ,Duque de Caxias
1512,PF,14201501835,RS,Porto Alegre
1513,PF,31885813530,DF,Taguatinga
1514,PF,55130195042,RS,Porto Alegre
1515,PF,23482245033,GO,Goiânia
1516,PF,18585680652,SC,Joinville
1517,PF,03569573819,RS,Pelotas
1518,PJ,32696121469881,PE,Olinda
1519,PF,15538867733,GO,Anápolis
1520,PJ,13244192159456,RJ,Duque de Caxias
1521,PF,81401278287,RJ,Niterói
1522,PF,58593037897,RJ,Duque de Caxias
1523,PF,94642904085,SP,Santos
1524,PJ,92712096589926,RS,Pelotas
1525,PF,44104334079,RJ,Niterói
1526,PF,95618291331,DF,Brasília
1527,PF,67336110788,RJ,Duque de Caxias
1528,PF,98718355557,PR,Maringá
1529,PF,42362724600,SP,São Paulo
1530,PF,61477581996,PE,Caruaru
1531,PJ,01199573456197,SC,Joinville
1532,PF,43084305725,DF,Ceilândia
1533,PF,92991953634,MG,Uberlândia
1534,PF,99357525629,SP,São Paulo
1535,PF,80243841826,PE,
1536,PF,91407660307,RS,Caxias do Sul
1537,PF,92788599590,DF,Ceilândia
1538,PF,65437469542,DF,Taguatinga
1539,PF,44303381531,CE,Juazeiro do Norte
1540,PF,31240384400,PR,Maringá
1541,PF,08374797945,BA,Feira de Santana
1542,PF,39549486403,BA,Salvador
1543,PJ,83949444587155,PR,Maringá
1544,PJ,90295352997458,RS,Caxias do Sul
1545,PF,55073402922,PR,Maringá
1546,PF,31788634598,SP,Campinas
1547,PF,52383254717,RS,Pelotas
1548,PF,90060884373,RS,Pelotas
1549,PF,40834800068,MG,Contagem
1550,PJ,22692775119150,DF,Brasília
1551,PF,78795710039,RS,Pelotas
1552,PF,11614057480,PR,Curitiba
1553,PF,18721708415,MG,Contagem
1554,PF,21333285707,SC,Joinville
1555,PF,26452546040,RJ,Duque de Caxias
1556,PF,31137916770,DF,Ceilândia
1557,PJ,56043887053735,SP,Santos
1558,PF,76900382334,MG,Belo Horizonte
1559,PF,60281879364,GO,Goiânia
1560,PF,51601895093,DF,Ceilândia
1561,PF,06701203929,CE,Juazeiro do Norte
1562,PF,67205264774,RJ,Niterói
1563,PF,23264058461,DF,Ceilândia
1564,PF,27841952871,RJ,Niterói
1565,PF,44080292572,PE,Olinda
1566,PF,57897739181,CE,Fortaleza
1567,PF,99594758258,MG,Contagem
1568,PJ,51365328396836,SP,São Paulo
1569,PF,34043005445,RS,Pelotas
1570,PJ,99644625250085,RJ,Rio de Janeiro
1571,PF,34590926580,RS,Pelotas
1572,PF,80907238921,GO,Rio Verde
1573,PJ,47942930373694,SP,São Paulo
1574,PF,77912873746,SP,Campinas
1575,PF,87187045433,PE,Recife
1576,PF,26136955266,BA,Feira de Santana
1577,PF,51455169919,CE,Fortaleza
1578,PF,87702023037,SP,São Paulo
1579,PF,09397111757,SP,Santos
1580,PF,71618322008,GO,Goiânia
1581,PF,52708935400,RS,Caxias do Sul
1582,PF,12026317004,RJ,Duque de Caxias
1583,PJ,93940190160773,SP,Santos
1584,PF,70729705030,GO,Anápolis
1585,PF,69836425204,SC,Florianópolis
1586,PF,80522517586,SC,Florianópolis
1587,PJ,48837771890061,BA,Feira de Santana
1588,PF,10101080848,GO,
1589,PF,95166505873,SP,São Paulo
1590,PF,94808484822,RJ,Rio de Janeiro
1591,PF,25742066580,SC,Joinville
1592,PF,32649391652,PE,Recife
1593,PF,03631296556,PR,Curitiba
1594,PF,34949219109,PE,Caruaru
1595,PF,65378570552,SC,Florianópolis
1596,PJ,11343610876542,PR,Curitiba
1597,PF,04500523801,BA,Ilhéus
1598,PJ,10047876483216,RJ,Rio de Janeiro
1599,PJ,22224182867165,RJ,Rio de Janeiro
1600,PF,99499575996,SP,São Paulo
1601,PF,62316205575,SP,Campinas
1602,PF,96393622309,MG,Belo Horizonte
1603,PF,55296708219,MG,Contagem
1604,PJ,67915263714313,SC,Florianópolis
1605,PF,27625064996,BA,Feira de Santana
1606,PF,66946460357,SP,São Paulo
1607,PF,34672772207,DF,Ceilândia
1608,PF,91500035005,PE,Recife
1609,PF,04284544607,RS,Porto Alegre
1610,PF,36563200302,PE,Olinda
1611,PJ,65375877056576,GO,Goiânia
1612,PF,44269676610,BA,Salvador
1613,PF,38841246194,CE,Juazeiro do Norte
1614,PF,49214884468,BA,Ilhéus
1615,PF,64526360368,PR,Maringá
1616,PF,11118988328,MG,Belo Horizonte
1617,PJ,81242766445257,CE,Sobral
1618,PF,10040902014,RS,Porto Alegre
1619,PF,37166392894,GO,Rio Verde
1620,PF,21419338543,RS,Porto Alegre
1621,PF,14319510145,PR,Maringá
1622,PJ,54110574245647,RS,Caxias do Sul
1623,PF,21296428067,GO,Goiânia
1624,PF,63348012525,GO,Rio Verde
1625,PF,98914880232,PR,Maringá
1626,PF,85785112492,DF,Brasília
1627,PF,69276138114,SC,Florianópolis
1628,PF,46796206640,CE,Fortaleza
1629,PF,97379025627,PE,Recife
1630,PF,34687810047,PE,Caruaru
1631,PF,67944875473,SP,São Paulo
1632,PF,46975203651,SC,Joinville
1633,PF,54429650338,BA,Ilhéus
1634,PF,75339188152,RS,Caxias do Sul
1635,PF,65863963130,GO,Rio Verde
1636,PF,12188943193,CE,Juazeiro do Norte
1637,PF,96819623957,CE,Sobral
1638,PF,95908948130,SP,Santos
1639,PJ,03079831442425,CE,Sobral
1640,PJ,00958215365271,BA,Feira de Santana
1641,PF,57767450875,RJ,Niterói
1642,PF,09397098684,GO,Goiânia
1643,PF,75220881372,PE,Recife
1644,PF,19267482015,SC,Joinville
1645,PF,98714462494,MG,Belo Horizonte
1646,PF,36062226547,RJ,Niterói
1647,PF,31866917145,GO,Anápolis
1648,PF,66267063610,RJ,Duque de Caxias
1649,PF,07701408430,MG,Belo Horizonte
1650,PF,74047671248,RS,Pelotas
1651,PF,83248928313,SC,Joinville
1652,PF,70154339267,SP,Campinas
1653,PJ,46197888709829,SP,Santos
1654,PF,79770220693,SP,São Paulo
1655,PF,19569735241,GO,Goiânia
1656,PF,62061243083,GO,Anápolis
1657,PF,40036517895,MG,Belo Horizonte
1658,PJ,89625840477805,PR,Maringá
1659,PF,02992450325,CE,Sobral
1660,PF,69960453152,CE,Sobral
1661,PF,39449811674,SC,Blumenau
1662,PF,80563023687,RJ,Duque de Caxias
1663,PF,25330268568,GO,Anápolis
1664,PF,96871408442,CE,Sobral
1665,PF,81605674794,PE,Recife
1666,PF,58195072676,PE,Olinda
1667,PF,80077317439,SP,Campinas
1668,PJ,09854163951535,CE,Juazeiro do Norte
1669,PF,48200274169,BA,Ilhéus
1670,PF,36587797689,MG,Uberlândia
1671,PF,39102995829,SP,São Paulo
1672,PF,96356114666,MG,Uberlândia
1673,PF,87106597492,RS,Caxias do Sul
1674,PF,40983388018,RS,Pelotas
1675,PF,99274535850,GO,Anápolis
1676,PF,59876086824,RS,Porto Alegre
1677,PF,39879107009,BA,Ilhéus
1678,PF,66984741887,SP,Campinas
1679,PJ,72169752796635,SC,Joinville
1680,PF,37833034915,MG,Uberlândia
1681,PF,33320473433,PE,Olinda
1682,PF,91545036179,CE,Juazeiro do Norte
1683,PF,85355811147,RS,Caxias do Sul
1684,PJ,95078211318369,CE,Juazeiro do Norte
1685,PF,65542221893,GO,Anápolis
1686,PF,79884290328,SP,Santos
1687,PF,66505962296,CE,Juazeiro do Norte
1688,PJ,83263084209933,PR,Maringá
1689,PF,75696779527,SC,Florianópolis
1690,PF,36672522368,SP,Campinas
1691,PF,46866062872,RJ,Rio de Janeiro
1692,PF,46467318649,MG,Belo Horizonte
1693,PF,66870063265,RS,Porto Alegre
1694,PF,28131208873,PR,Curitiba
1695,PF,14350961866,DF,
1696,PF,60303341257,RJ,Rio de Janeiro
1697,PF,25072739824,DF,Taguatinga
1698,PF,79505432702,BA,Salvador
1699,PF,80952865444,CE,Fortaleza
1700,PF,23855960402,CE,Fortaleza
1701,PF,58666802910,RS,Porto Alegre
1702,PF,82158135983,CE,Juazeiro do Norte
1703,PF,47154266988,PE,Olinda
1704,PJ,86026391416023,PR,Londrina
1705,PJ,09440881763443,SC,Joinville
1706,PF,11844805823,BA,Salvador
1707,PJ,74907401584903,RS,Caxias do Sul
1708,PF,45564425023,RS,Porto Alegre
1709,PF,87025694849,CE,Sobral
1710,PF,42060959393,SC,Florianópolis
1711,PJ,08012218043155,PR,Curitiba
1712,PF,01525312392,PE,Caruaru
1713,PF,23520339542,SP,São Paulo
1714,PF,68409161177,PE,Recife
1715,PF,45494117011,SC,Florianópolis
1716,PF,81154540432,GO,Rio Verde
1717,PF,86996088294,RJ,Niterói
1718,PJ,14568418637490,DF,Taguatinga
1719,PF,12491638588,RS,Caxias do Sul
1720,PJ,31908634307890,DF,Ceilândia
1721,PJ,37732427780150,PR,Maringá
1722,PF,60136616682,GO,Rio Verde
1723,PF,33885257847,PE,Caruaru
1724,PF,33425053803,PR,Londrina
1725,PJ,31936941601630,PE,Olinda
1726,PF,87112747471,GO,Goiânia
1727,PF,55195154645,GO,Goiânia
1728,PJ,16069717315635,SP,Campinas
1729,PF,89887742175,SP,Santos
1730,PF,63268024060,DF,Ceilândia
1731,PF,92543393319,DF,Taguatinga
1732,PF,08168071204,PE,
1733,PF,57820710944,SC,Blumenau
1734,PF,11183766879,PR,Curitiba
1735,PF,00238801248,MG,Uberlândia
1736,PF,86092543843,CE,Sobral
1737,PF,45796061671,BA,Feira de Santana
1738,PJ,30014098831839,SP,São Paulo
1739,PF,89119699803,DF,Taguatinga
1740,PF,13402180207,PE,Olinda
1741,PF,98178496277,RJ,Niterói
1742,PF,04312869687,SP,Campinas
1743,PJ,60846302699799,DF,Ceilândia
1744,PJ,05634987605334,SP,São Paulo
1745,PJ,22212737835961,SP,Campinas
1746,PF,38435915119,RS,Caxias do Sul
1747,PF,72912379055,MG,Contagem
1748,PF,93225035316,RJ,
1749,PF,87717458713,CE,Juazeiro do Norte
1750,PF,11211952426,GO,Goiânia
1751,PF,60946726196,CE,Sobral
1752,PF,41632606859,PE,Olinda
1753,PF,44113378452,PE,Olinda
1754,PJ,31489502305245,GO,Goiânia
1755,PF,58513666422,CE,Juazeiro do Norte
1756,PJ,67073229548441,DF,Taguatinga
1757,PF,38131918422,GO,Rio Verde
1758,PF,86806890204,RS,Porto Alegre
1759,PJ,27953185104701,DF,Brasília
1760,PF,97942677668,PR,Londrina
1761,PJ,22408566415006,SC,Blumenau
1762,PF,41216311804,SC,Florianópolis
1763,PF,32454184480,DF,Taguatinga
1764,PJ,96306064366950,DF,Brasília
1765,PF,09976634156,SC,Joinville
1766,PF,12098573750,DF,Taguatinga
1767,PF,37929556899,RS,Porto Alegre
1768,PF,87342505448,SP,São Paulo
1769,PF,09190443646,SP,Santos
1770,PF,58522414291,PE,Recife
1771,PF,02524912596,MG,Contagem
1772,PF,23206920901,RJ,Niterói
1773,PJ,35175220222675,PE,Olinda
1774,PF,96578743942,GO,Anápolis
1775,PF,13407073050,CE,Fortaleza
1776,PF,69802756357,BA,Feira de Santana
1777,PJ,10662922821973,GO,Goiânia
1778,PF,23018061730,PE,Caruaru
1779,PF,70227409810,PR,Curitiba
1780,PF,12818101271,RJ,Rio de Janeiro
1781,PF,15666777391,GO,Goiânia
1782,PF,60812735031,PE,Olinda
1783,PF,93147391884,SC,Florianópolis
1784,PF,89413841792,RS,Porto Alegre
1785,PF,58841675873,RS,Porto Alegre
1786,PF,59667417122,DF,Brasília
1787,PF,85105679459,PR,Londrina
1788,PF,61511919469,PE,Olinda
1789,PJ,86456525664246,BA,Ilhéus
1790,PF,79037034494,SP,Campinas
1791,PF,91096133910,RS,Pelotas
1792,PF,47116582465,MG,Belo Horizonte
1793,PF,17268509269,PE,Olinda
1794,PF,38300503109,GO,Goiânia
1795,PF,75835629701,PE,Recife
1796,PJ,70988969759158,GO,Anápolis
1797,PF,83084014022,MG,Belo Horizonte
1798,PF,72469469416,PR,Curitiba
1799,PF,61108886540,CE,Fortaleza
1800,PF,25152260048,CE,Fortaleza
1801,PF,62574295401,PR,Londrina
1802,PF,81704999842,RJ,Duque de Caxias
1803,PF,92767789218,GO,Anápolis
1804,PF,62021098265,SC,Joinville
1805,PJ,55572023212974,DF,Brasília
1806,PJ,73900377773489,DF,Brasília
1807,PF,75303488947,RS,Caxias do Sul
1808,PF,51604111615,GO,Goiânia
1809,PF,88962192078,SC,Florianópolis
1810,PF,16957079076,BA,Feira de Santana
1811,PF,50618848653,RJ,Niterói
1812,PF,55584945669,PE,Olinda
1813,PF,03372757499,CE,Fortaleza
1814,PF,05225814474,MG,Uberlândia
1815,PJ,40731993347592,SP,Campinas
1816,PJ,48826486767022,PR,Curitiba
1817,PJ,67505704892429,PE,Caruaru
1818,PF,47807684921,PR,Maringá
1819,PF,73131790039,RJ,Niterói
1820,PF,93709367093,BA,Feira de Santana
1821,PF,33533688887,PR,Curitiba
1822,PJ,04181172337881,MG,Contagem
1823,PF,31918482856,BA,Salvador
1824,PF,99661970239,CE,Juazeiro do Norte
1825,PF,71600893110,RS,Caxias do Sul
1826,PF,46228967584,PR,Curitiba
1827,PF,08652307080,SC,Florianópolis
1828,PF,67778152643,DF,Brasília
1829,PF,57929214936,PE,Caruaru
1830,PF,93327373698,SC,Blumenau
1831,PF,34447899489,BA,Ilhéus
1832,PF,71168106809,PE,Caruaru
1833,PF,67392763814,RJ,Duque de Caxias
1834,PF,68364047046,RS,Porto Alegre
1835,PJ,50817661488095,DF,Taguatinga
1836,PF,48251325000,CE,Juazeiro do Norte
1837,PF,54391910160,MG,Belo Horizonte
1838,PJ,56563106296919,MG,Belo Horizonte
1839,PF,27157791726,MG,Uberlândia
1840,PF,97545967966,RS,Caxias do Sul
1841,PF,76912510928,SC,Blumenau
1842,PJ,62056451197250,RS,Porto Alegre
1843,PJ,65887041512190,RS,Pelotas
1844,PJ,23560789810417,MG,Uberlândia
1845,PJ,82625437466145,BA,Feira de Santana
1846,PJ,56883907349104,BA,Ilhéus
1847,PF,49395546247,PR,Maringá
1848,PF,30570302140,MG,Uberlândia
1849,PF,96717179867,RJ,Duque de Caxias
1850,PF,73298201127,RS,Pelotas
1851,PF,01625619392,CE,Fortaleza
1852,PF,58282904197,SP,Santos
1853,PF,50829330370,CE,Sobral
1854,PF,50429952474,BA,Salvador
1855,PF,45990341628,PR,Curitiba
1856,PF,07899992510,SC,Florianópolis
1857,PF,04539077206,RS,Pelotas
1858,PJ,68746289306595,BA,Feira de Santana
1859,PF,25533431329,BA,Ilhéus
1860,PF,72362233227,BA,Ilhéus
1861,PF,46796278452,MG,Contagem
1862,PF,92302496946,PE,Recife
1863,PF,55596911702,DF,Taguatinga
1864,PJ,47517371873436,MG,Belo Horizonte
1865,PF,17353193988,SP,São Paulo
1866,PF,70364484765,RS,Pelotas
1867,PJ,61508204093642,DF,Brasília
1868,PF,01696146103,SP,Campinas
1869,PF,94129199720,SP,
1870,PJ,54136963592641,GO,Anápolis
1871,PF,50733897700,PE,Caruaru
1872,PF,53573727873,DF,Ceilândia
1873,PF,66302511585,CE,Fortaleza
1874,PJ,45060022208341,BA,Salvador
1875,PF,26422390111,PE,Olinda
1876,PF,26408566484,RJ,Duque de Caxias
1877,PF,24069752586,RJ,Niterói
1878,PF,02524268419,SP,Campinas
1879,PF,76044575416,GO,Rio Verde
1880,PF,44714900003,SP,São Paulo
1881,PF,16524919125,DF,Taguatinga
1882,PF,60788364477,RS,Caxias do Sul
1883,PF,69380089715,MG,Contagem
1884,PF,20628922852,BA,Feira de Santana
1885,PJ,47491829765724,GO,Rio Verde
1886,PF,02107688651,CE,Juazeiro do Norte
1887,PF,92151452226,PE,Olinda
1888,PF,10999287737,SP,Santos
1889,PF,88821913731,CE,Juazeiro do Norte
1890,PF,68524957844,GO,Goiânia
1891,PF,85716359695,CE,Juazeiro do Norte
1892,PF,57884341568,DF,Taguatinga
1893,PF,35382949623,RS,Porto Alegre
1894,PF,12625885548,CE,Sobral
1895,PF,63644803659,GO,Rio Verde
1896,PF,36450117168,SP,São Paulo
1897,PF,23679357322,GO,Goiânia
1898,PF,57093737688,PE,
1899,PF,95459116184,SC,Florianópolis
1900,PF,16277391014,PR,Maringá
1901,PF,22600745864,MG,Belo Horizonte
1902,PF,87405776336,SC,Blumenau
1903,PF,13855322469,DF,Taguatinga
1904,PJ,95416522577507,RS,Pelotas
1905,PF,41089716979,PE,Recife
1906,PF,11079847028,RS,Pelotas
1907,PF,50765797909,MG,Uberlândia
1908,PF,27790257589,SC,Florianópolis
1909,PF,34629937274,PR,Maringá
1910,PF,53670945008,RJ,Rio de Janeiro
1911,PF,98505589012,RS,Porto Alegre
1912,PF,31093538219,CE,Sobral
1913,PF,88748638793,SC,Blumenau
1914,PF,59493609328,PE,Caruaru
1915,PF,92601005193,BA,Feira de Santana
1916,PF,76954600096,PE,Caruaru
1917,PJ,43432089351514,GO,Goiânia
1918,PF,08281452800,PR,Curitiba
1919,PF,95493247945,PR,Curitiba
1920,PJ,86303251193995,BA,Salvador
1921,PF,65029297863,PR,Curitiba
1922,PJ,11912770845392,CE,Juazeiro do Norte
1923,PF,97740108675,PE,Caruaru
1924,PF,35970966255,SC,Blumenau
1925,PF,42431134459,GO,Rio Verde
1926,PF,00990678576,PR,Curitiba
1927,PF,98736510268,BA,Salvador
1928,PJ,44038237110546,BA,Salvador
1929,PJ,74811894215894,GO,Rio Verde
1930,PF,34289899222,PE,Recife
1931,PF,55458694125,BA,Ilhéus
1932,PF,42886006823,RS,Porto Alegre
1933,PF,65645856429,SP,Campinas
1934,PF,93926053673,PR,Curitiba
1935,PF,14022967202,MG,Contagem
1936,PF,11979762885,PR,Maringá
1937,PF,45377651210,MG,Belo Horizonte
1938,PF,67202512572,RJ,Duque de Caxias
1939,PF,33308642068,GO,Goiânia
1940,PF,47941083189,RS,Caxias do Sul
1941,PF,94765236879,CE,Sobral
1942,PJ,45080796832095,CE,Fortaleza
1943,PF,03565270813,PR,Maringá
1944,PF,76104517927,RJ,Rio de Janeiro
1945,PJ,41037401936125,RJ,Duque de Caxias
1946,PJ,48485003789673,GO,Anápolis
1947,PF,04290759382,PR,Curitiba
1948,PJ,76671955666720,BA,Ilhéus
1949,PF,35357426959,CE,Fortaleza
1950,PF,45398226444,GO,Rio Verde
1951,PF,71622847262,MG,Contagem
1952,PF,18343846380,RS,Caxias do Sul
1953,PF,07017809272,SC,Joinville
1954,PF,45823455463,SC,Joinville
1955,PF,48002467073,BA,Salvador
1956,PF,62503104523,MG,Uberlândia
1957,PF,85012440760,RJ,Rio de Janeiro
1958,PF,76308792971,PE,Olinda
1959,PF,15970273874,SC,Florianópolis
1960,PF,18297208490,DF,Ceilândia
1961,PF,83477081604,CE,Juazeiro do Norte
1962,PF,38433261599,PR,Curitiba
1963,PF,22945843956,CE,Juazeiro do Norte
1964,PF,42184266180,MG,Belo Horizonte
1965,PF,62950523265,DF,Ceilândia
1966,PF,62988491463,SC,Florianópolis
1967,PF,73078624587,SP,São Paulo
1968,PF,75867463733,RJ,Niterói
1969,PJ,03025814558089,GO,Rio Verde
1970,PF,08358160299,DF,Ceilândia
1971,PF,47631156005,MG,Contagem
1972,PF,39013249082,CE,Fortaleza
1973,PF,50415496182,PR,Curitiba
1974,PF,71433904457,PE,Olinda
1975,PF,57203661434,GO,Anápolis
1976,PF,93920377355,BA,Ilhéus
1977,PF,60537033619,PE,Caruaru
1978,PF,83095382420,GO,Rio Verde
1979,PF,26299464799,BA,Ilhéus
1980,PF,71928818023,CE,Fortaleza
1981,PF,55149388942,SP,Campinas
1982,PJ,48676154599051,CE,Juazeiro do Norte
1983,PF,51947839786,GO,Goiânia
1984,PF,34338701078,BA,Ilhéus
1985,PF,45117341233,GO,Rio Verde
1986,PF,49385937911,RS,Caxias do Sul
1987,PF,78219617533,PR,Curitiba
1988,PF,77977102442,GO,Goiânia
1989,PF,55650078982,MG,Uberlândia
1990,PF,35044610829,RS,Porto Alegre
1991,PF,19178752994,SC,Joinville
1992,PF,06719404111,CE,Sobral
1993,PF,59599364164,BA,Salvador
1994,PF,98798565172,SC,Florianópolis
1995,PF,40143563080,SP,São Paulo
1996,PF,25466909147,CE,Fortaleza
1997,PF,44202218336,PR,Maringá
1998,PF,41353758073,CE,Sobral
1999,PF,11326032764,BA,Ilhéus
2000,PF,21496152979,CE,Juazeiro do Norte
2001,PF,28882160116,PE,Recife
2002,PF,52575575700,GO,Anápolis
2003,PF,76983168141,DF,Brasília
2004,PF,87065667651,MG,Uberlândia
2005,PF,33544509871,RS,Pelotas
2006,PF,95972528653,MG,Uberlândia
2007,PF,19301818220,PR,Maringá
2008,PF,90129901422,PR,Londrina
2009,PF,45330911088,DF,Taguatinga
2010,PF,95961437615,SC,Florianópolis
2011,PF,56364305164,BA,Ilhéus
2012,PF,68182019962,BA,Salvador
2013,PF,07267956410,RS,Porto Alegre
2014,PF,49306868904,PR,Curitiba
2015,PF,97729351373,RJ,Duque de Caxias
2016,PF,56370842653,CE,Juazeiro do Norte
2017,PF,01318617211,SP,São Paulo
2018,PF,45629562841,PR,Londrina
2019,PJ,61208113451192,SC,Blumenau
2020,PF,66460635908,SP,São Paulo
2021,PJ,82664899402310,SC,Joinville
2022,PF,84870228975,DF,Ceilândia
2023,PF,16363470597,BA,Ilhéus
2024,PF,77222336886,RJ,Rio de Janeiro
2025,PF,31102832062,MG,Uberlândia
2026,PJ,29255196455357,GO,Rio Verde
2027,PF,48625083793,SC,Florianópolis
2028,PF,27161208775,SP,Campinas
2029,PF,48020159650,RS,Porto Alegre
2030,PF,53779838411,CE,Fortaleza
2031,PF,72457039656,MG,Contagem
2032,PF,09629594524,DF,Ceilândia
2033,PJ,50905651966774,SP,Santos
2034,PJ,31450842232074,RJ,Niterói
2035,PF,45676705824,SP,Campinas
2036,PF,62955351188,BA,Salvador
2037,PF,21927714473,PR,Curitiba
2038,PF,76193461744,RJ,Rio de Janeiro
2039,PF,07161711658,SC,Joinville
2040,PF,11256520413,RS,Pelotas
2041,PF,39822740902,BA,Ilhéus
2042,PF,18411684844,SC,Joinville
2043,PF,07049068325,MG,Contagem
2044,PF,06090621288,PR,Londrina
2045,PF,58280943647,DF,Taguatinga
