id_venda,data,cliente,cidade,uf,categoria,forma_pagamento,preco_unitario,quantidade,desconto,total_liquido,aliquota,imposto_estimado
3011,2025-09-06,João Gabriel Gonçalves,da Paz,BA,Informática,PIX,6718.61,2,0.0,13437.23,0.18,2418.7
3012,2025-08-07,Breno Ribeiro,da Cunha de Sampaio,BA,Acessórios,Dinheiro,330.01,3,0.1,891.04,0.18,160.39
3013,2025-09-11,Caio Moraes,Porto da Praia,GO,Acessórios,Dinheiro,40.45,1,0.05,38.43,0.07,2.69
3014,2026-01-03,Srta. Daniela Peixoto,Ferreira,SC,Informática,Dinheiro,1406.94,3,0.0,4220.82,0.07,295.46
3015,2025-11-28,Ayla Gonçalves,Moura,BA,Eletrônicos,Cartão,635.16,1,0.0,635.16,0.07,44.46
3016,2026-01-08,Anthony Gabriel Porto,Ferreira,PE,Acessórios,Cartão,498.99,1,0.0,498.99,0.07,34.93
3017,2025-12-01,João Pedro Macedo,Fonseca dos Dourados,RJ,Serviços,Cartão,758.57,5,0.05,3603.21,0.07,252.22
3018,2025-09-19,Elisa da Rosa,Casa Grande da Praia,PR,Eletrônicos,PIX,2661.03,4,0.0,10644.12,0.18,1915.94
3019,2025-10-13,Dr. José Miguel da Rosa,Barbosa,SP,Acessórios,PIX,344.66,4,0.1,1240.78,0.18,223.34
3020,2025-08-22,Milena Lopes,Vasconcelos,GO,Informática,PIX,7804.23,5,0.1,35119.01,0.07,2458.33
3021,2025-10-07,Ágatha Sales,Barros do Campo,GO,Eletrônicos,Dinheiro,3204.75,3,0.0,9614.26,0.18,1730.57
3022,2025-09-26,Aylla Novais,Rocha Grande,SC,Informática,Cartão,2222.35,4,0.0,8889.4,0.12,1066.73
3023,2025-09-06,Vitor Fonseca,Lima,BA,Serviços,PIX,501.18,1,0.0,501.18,0.18,90.21
3024,2025-12-06,Sra. Maria Júlia Gonçalves,Rocha de Barbosa,SP,Informática,PIX,3114.56,5,0.0,15572.8,0.12,1868.74
3025,2025-12-13,Luiz Gustavo Peixoto,Castro,RJ,Eletrônicos,Dinheiro,661.05,5,0.0,3305.25,0.18,594.95
3026,2026-01-08,Ana Pastor,Pastor,RJ,Serviços,Boleto,70.81,1,0.05,67.27,0.18,12.11
3027,2025-10-07,Sr. Vinícius Rezende,Nascimento,BA,Informática,PIX,7498.59,5,0.0,37492.95,0.07,2624.51
3028,2025-08-01,Lorena da Luz,Novais de Melo,PE,Informática,PIX,3958.95,3,0.0,11876.86,0.18,2137.83
3029,2025-07-21,Francisco Vieira,Araújo da Praia,SP,Informática,Cartão,303.89,1,0.05,288.69,0.18,51.96
3030,2025-11-13,Dra. Bruna Dias,Rodrigues do Campo,RS,Acessórios,Cartão,197.6,2,0.0,395.2,0.18,71.14
3031,2025-09-28,Cauã Mendes,Camargo,RJ,Eletrônicos,PIX,4408.21,5,0.05,20939.0,0.18,3769.02
3032,2025-10-27,Maria Júlia Correia,Freitas,PE,Serviços,PIX,169.04,1,0.1,152.14,0.12,18.26
3033,2025-12-13,Maria Luísa Azevedo,Castro do Amparo,PR,Serviços,Cartão,795.96,1,0.0,795.96,0.18,143.27
3034,2025-10-16,Ryan Lima,da Rosa dos Dourados,BA,Acessórios,Cartão,480.15,3,0.0,1440.44,0.18,259.28
3035,2025-09-27,Carolina da Rocha,Rezende,BA,Informática,Boleto,2319.59,2,0.1,4175.26,0.18,751.55
3036,2025-10-25,Isaque Pires,Ramos,CE,Eletrônicos,Boleto,1922.59,1,0.0,1922.59,0.18,346.07
3037,2026-01-11,Sr. Lucca Fernandes,Andrade,PR,Informática,Dinheiro,7512.04,1,0.0,7512.04,0.07,525.84
3038,2025-10-07,Dr. Samuel Lima,Montenegro das Pedras,BA,Serviços,Boleto,230.77,3,0.05,657.69,0.12,78.92
3039,2025-10-20,Dra. Ana Júlia Barros,Aragão do Norte,SP,Acessórios,PIX,25.16,3,0.0,75.48,0.18,13.59
3040,2025-09-15,Sr. Henry Campos,Cassiano do Amparo,SC,Eletrônicos,Boleto,2596.6,1,0.0,2596.6,0.18,467.39
3041,2025-08-25,Brayan Barros,Gomes,RS,Acessórios,Dinheiro,83.42,5,0.0,417.08,0.07,29.2
3042,2025-07-29,Cauã Souza,da Mota,SC,Eletrônicos,Boleto,2964.96,2,0.1,5336.92,0.07,373.58
3043,2025-08-03,Diego Gomes,Correia,RJ,Eletrônicos,PIX,1987.77,2,0.0,3975.54,0.18,715.6
3044,2026-01-05,Helena da Cunha,da Mata das Flores,SP,Acessórios,Cartão,86.96,5,0.0,434.81,0.18,78.27
3045,2025-09-08,Maria Fernanda Teixeira,da Cruz,SP,Eletrônicos,PIX,1323.9,2,0.15,2250.63,0.18,405.11
3046,2025-08-22,Mateus Macedo,da Cunha,GO,Eletrônicos,Boleto,1097.82,1,0.0,1097.82,0.12,131.74
3047,2025-12-15,Sra. Maria Isis Castro,Santos de Goiás,BA,Acessórios,Dinheiro,69.36,2,0.0,138.72,0.18,24.97
3048,2025-09-01,Jade Câmara,Aparecida,CE,Eletrônicos,Cartão,527.77,3,0.0,1583.32,0.12,190.0
3049,2025-08-03,Anthony Gabriel Cunha,Abreu da Mata,CE,Acessórios,Cartão,463.37,2,0.05,880.4,0.18,158.47
3050,2025-09-10,Ana Lívia Almeida,Borges de Vieira,MG,Informática,Dinheiro,5501.7,2,0.0,11003.4,0.18,1980.61
3051,2025-07-27,Pietro Montenegro,da Mota de da Paz,RS,Eletrônicos,Cartão,2215.45,2,0.0,4430.91,0.07,310.16
3052,2025-09-25,João Pedro Barros,Abreu de Vargas,PR,Eletrônicos,Dinheiro,3280.93,5,0.1,14764.19,0.12,1771.7
3053,2025-07-22,Laura Pimenta,Gonçalves de Gonçalves,RS,Eletrônicos,Cartão,1872.35,5,0.1,8425.56,0.18,1516.6
3054,2025-07-21,Gustavo Caldeira,Monteiro da Serra,RJ,Serviços,PIX,574.04,3,0.1,1549.91,0.18,278.98
3055,2025-09-15,Bella Carvalho,Ferreira,BA,Informática,Boleto,4049.58,5,0.0,20247.91,0.07,1417.35
3056,2025-08-11,Sr. Diogo Novais,Aragão da Serra,RJ,Acessórios,Dinheiro,356.32,5,0.0,1781.59,0.12,213.79
3057,2025-12-15,Benjamim Ribeiro,Sampaio,RJ,Informática,Boleto,1478.69,2,0.1,2661.64,0.12,319.4
3058,2025-10-15,Srta. Heloísa da Paz,Silva,MG,Acessórios,Dinheiro,46.67,2,0.0,93.34,0.12,11.2
3059,2025-09-16,Emanuella Cunha,Rezende da Mata,MG,Acessórios,Cartão,162.97,1,0.05,154.83,0.18,27.87
3060,2025-08-18,João Felipe Castro,Farias,CE,Informática,Boleto,1665.47,1,0.0,1665.47,0.18,299.79
3061,2025-11-16,Dr. Antony Macedo,Sousa do Campo,RJ,Informática,Cartão,1313.4,2,0.05,2495.46,0.18,449.18
3062,2025-08-01,Isabela Rios,Moura de da Cruz,GO,Acessórios,Boleto,483.91,2,0.05,919.43,0.18,165.5
3063,2025-12-25,Bryan da Luz,Pires do Oeste,RS,Eletrônicos,PIX,4798.81,1,0.0,4798.81,0.12,575.86
3064,2025-07-21,Sra. Natália Marques,Cavalcante do Amparo,RJ,Eletrônicos,Dinheiro,721.81,5,0.0,3609.03,0.12,433.08
3065,2026-01-03,Francisco Freitas,da Costa,RJ,Eletrônicos,PIX,1110.47,2,0.0,2220.95,0.07,155.47
3066,2025-12-09,Luiz Felipe Lopes,da Conceição,GO,Eletrônicos,Cartão,3299.32,2,0.0,6598.64,0.18,1187.75
3067,2026-01-10,Beatriz Pereira,Ferreira,RS,Informática,Dinheiro,3095.42,2,0.0,6190.85,0.07,433.36
3068,2025-09-29,Isaque da Rocha,Pastor,RS,Acessórios,Cartão,400.82,2,0.0,801.63,0.18,144.29
3069,2025-09-11,Eduarda Vasconcelos,Caldeira Grande,SC,Acessórios,Boleto,28.94,3,0.05,82.48,0.18,14.85
3070,2025-11-25,Elisa Machado,Moreira,SC,Serviços,Cartão,448.94,3,0.0,1346.83,0.07,94.28
3071,2025-11-28,Sr. Luiz Otávio Camargo,Castro,GO,Eletrônicos,Cartão,1659.39,1,0.0,1659.39,0.07,116.16
3072,2025-10-29,João Pedro Ferreira,Barbosa de Vasconcelos,CE,Acessórios,Cartão,456.18,5,0.0,2280.89,0.18,410.56
3073,2025-12-19,Luiz Henrique Dias,da Mata,RJ,Eletrônicos,Dinheiro,2682.67,1,0.05,2548.54,0.12,305.82
3074,2025-08-28,Anna Liz Leão,Ribeiro da Praia,RJ,Eletrônicos,Dinheiro,3655.74,3,0.0,10967.22,0.18,1974.1
3075,2025-09-25,Bruno Pires,Guerra da Prata,BA,Informática,Dinheiro,4988.59,2,0.0,9977.19,0.12,1197.26
3076,2026-01-06,Daniel Porto,Souza,SC,Acessórios,Cartão,104.68,4,0.0,418.7,0.18,75.37
3077,2025-11-22,Paulo Castro,Vargas de da Rosa,GO,Acessórios,Dinheiro,372.27,5,0.0,1861.36,0.18,335.04
3078,2025-11-04,Dr. Vitor Gabriel Souza,Souza Verde,MG,Eletrônicos,PIX,727.69,2,0.0,1455.37,0.07,101.88
3079,2025-09-15,Luna Pimenta,Brito,GO,Informática,Dinheiro,1589.09,5,0.0,7945.43,0.18,1430.18
3080,2025-11-02,Daniela Mendes,Azevedo do Amparo,BA,Informática,Dinheiro,3638.87,1,0.0,3638.87,0.18,655.0
3081,2025-12-01,Sra. Bianca das Neves,Albuquerque de Sales,RS,Eletrônicos,Boleto,3776.97,4,0.0,15107.86,0.07,1057.55
3082,2025-09-27,Miguel Aragão,Gomes,PR,Eletrônicos,Boleto,3238.34,1,0.1,2914.5,0.07,204.02
3083,2025-11-29,João Vitor Casa Grande,Moraes,PE,Acessórios,PIX,110.76,5,0.0,553.82,0.18,99.69
3084,2025-08-09,Olívia Jesus,da Costa de Peixoto,RS,Eletrônicos,Boleto,2553.17,3,0.0,7659.5,0.07,536.17
3085,2025-08-29,Juan Casa Grande,Gonçalves de Minas,SC,Eletrônicos,Dinheiro,294.26,4,0.0,1177.05,0.18,211.87
3086,2025-11-01,Alexandre Pastor,Cavalcanti,MG,Acessórios,Cartão,259.54,4,0.0,1038.16,0.12,124.58
3087,2025-09-23,Davi Lucas Brito,Aparecida,CE,Acessórios,PIX,156.49,4,0.05,594.65,0.07,41.63
3088,2025-12-09,Lara Aragão,Rodrigues de da Mata,SC,Serviços,Cartão,728.08,1,0.0,728.08,0.18,131.05
3089,2025-09-29,Gabriel Rocha,Siqueira do Sul,PE,Eletrônicos,Dinheiro,2957.82,3,0.05,8429.78,0.07,590.08
3090,2025-08-15,Luiz Gustavo Moura,Martins,CE,Informática,PIX,5855.79,5,0.05,27815.01,0.18,5006.7
3091,2025-09-07,Luiz Felipe Guerra,Silva do Sul,CE,Eletrônicos,Cartão,1487.71,4,0.1,5355.77,0.18,964.04
3092,2025-10-27,Maria Julia da Mota,Sampaio do Amparo,SC,Eletrônicos,Dinheiro,1092.4,3,0.0,3277.21,0.12,393.26
3093,2025-09-16,Lucas Gabriel Pires,Lopes Verde,PE,Eletrônicos,PIX,2160.22,4,0.0,8640.89,0.07,604.86
3094,2025-12-04,Gael Cassiano,Carvalho,RS,Informática,PIX,6304.55,2,0.0,12609.1,0.18,2269.64
3095,2025-09-08,Luara Fernandes,Sampaio,PR,Eletrônicos,Cartão,1564.49,4,0.0,6257.96,0.07,438.06
3096,2025-08-03,João Lucas da Costa,Siqueira do Oeste,RJ,Informática,PIX,2319.99,4,0.0,9279.95,0.18,1670.39
3097,2025-10-07,Luiz Fernando Gomes,Siqueira,SP,Eletrônicos,Cartão,270.03,2,0.0,540.06,0.18,97.21
3098,2025-08-22,Lunna Duarte,Souza da Serra,RS,Eletrônicos,PIX,530.26,5,0.0,2651.32,0.12,318.16
3099,2025-10-28,Luiz Felipe Barbosa,Rios,GO,Acessórios,PIX,249.28,4,0.1,897.4,0.12,107.69
3100,2025-09-20,Sr. Vicente Fonseca,Pastor,CE,Informática,PIX,3032.3,3,0.1,8187.2,0.18,1473.7
3101,2025-11-13,Davi Luiz da Cunha,Sales,CE,Acessórios,Cartão,380.56,4,0.0,1522.25,0.07,106.56
3102,2026-01-12,Maria Alice Cunha,Silveira,SP,Serviços,Cartão,513.13,4,0.0,2052.51,0.07,143.68
3103,2025-08-25,Josué Andrade,Ribeiro das Pedras,SP,Eletrônicos,Dinheiro,2463.69,2,0.0,4927.37,0.12,591.28
3104,2025-09-03,Diogo Gonçalves,Caldeira,RS,Acessórios,Dinheiro,65.11,2,0.0,130.21,0.12,15.63
3105,2025-10-20,Enzo Gabriel Freitas,Melo Verde,SC,Eletrônicos,PIX,2956.59,1,0.1,2660.93,0.18,478.97
3106,2025-09-19,Srta. Emanuelly Pereira,Novais,CE,Eletrônicos,Boleto,2199.67,5,0.0,10998.37,0.12,1319.8
3107,2025-07-29,João Melo,Guerra,RS,Eletrônicos,PIX,1768.3,4,0.0,7073.19,0.18,1273.17
3108,2025-10-13,Eloá Vargas,Rodrigues do Amparo,SP,Eletrônicos,Cartão,3010.82,4,0.05,11441.1,0.07,800.88
3109,2025-10-20,Elisa Sampaio,Azevedo,RS,Acessórios,Cartão,38.84,2,0.0,77.68,0.07,5.44
3110,2025-12-07,Rebeca Rodrigues,Camargo,PR,Eletrônicos,Dinheiro,4149.74,4,0.05,15769.01,0.18,2838.42
3111,2025-11-21,Sr. Igor da Cruz,da Cunha da Prata,RJ,Eletrônicos,PIX,3220.3,1,0.1,2898.27,0.12,347.79
3112,2025-10-28,Gustavo da Mota,Albuquerque,BA,Acessórios,Boleto,213.66,3,0.0,640.98,0.18,115.38
3113,2026-01-05,Sophie Nogueira,Duarte do Norte,CE,Serviços,PIX,603.21,2,0.05,1146.1,0.18,206.3
3114,2025-09-04,Gustavo Henrique Moreira,Brito,CE,Acessórios,PIX,278.9,1,0.0,278.9,0.18,50.2
3115,2025-11-22,Mariane Pires,Pastor de da Conceição,RJ,Informática,PIX,1800.16,3,0.0,5400.49,0.12,648.06
3116,2025-08-14,Aurora Barbosa,da Mata do Amparo,PE,Acessórios,PIX,328.06,1,0.15,278.85,0.07,19.52
3117,2026-01-09,Enzo Aparecida,Cardoso,BA,Eletrônicos,Boleto,4094.45,1,0.0,4094.45,0.12,491.33
3118,2025-10-20,Sr. Erick Rocha,Rezende Verde,CE,Informática,Boleto,4875.95,5,0.0,24379.74,0.18,4388.35
3119,2025-12-25,Maria Isis Montenegro,Pastor das Flores,SC,Informática,Dinheiro,2988.76,3,0.0,8966.27,0.12,1075.95
3120,2025-08-01,Paulo Barros,Silveira de Cavalcante,MG,Eletrônicos,Cartão,4677.11,5,0.0,23385.55,0.18,4209.4
3121,2026-01-08,Ana Sophia Silva,Pimenta,CE,Informática,Boleto,395.29,2,0.0,790.57,0.18,142.3
3122,2025-08-19,Dra. Julia Almeida,Mendes das Flores,MG,Eletrônicos,Dinheiro,4966.02,4,0.0,19864.07,0.18,3575.53
3123,2025-09-11,Sr. Mateus da Luz,Pimenta,GO,Informática,Cartão,4178.69,2,0.1,7521.64,0.07,526.51
3124,2026-01-13,Maria Fernanda Vasconcelos,da Luz,SP,Acessórios,Boleto,162.63,3,0.0,487.88,0.18,87.82
3125,2025-09-20,Levi da Rocha,Sousa,PR,Informática,PIX,1695.6,4,0.0,6782.39,0.18,1220.83
3126,2025-08-23,Ian das Neves,Nascimento Verde,RJ,Acessórios,PIX,295.2,3,0.0,885.59,0.18,159.41
3127,2025-11-27,Maya da Mota,Andrade de Aragão,RS,Informática,Dinheiro,1907.18,3,0.0,5721.53,0.18,1029.88
3128,2025-12-10,Sr. Diego Araújo,Dias de das Neves,CE,Informática,Cartão,3109.61,4,0.0,12438.42,0.18,2238.92
3129,2025-09-08,Marcelo Macedo,Fernandes,MG,Acessórios,Dinheiro,220.61,2,0.0,441.22,0.18,79.42
3130,2025-10-24,Ana Júlia Brito,Câmara da Praia,CE,Eletrônicos,Boleto,4168.46,1,0.1,3751.61,0.18,675.29
3131,2026-01-09,Theo Barros,Machado,SC,Eletrônicos,Boleto,3309.86,4,0.0,13239.44,0.12,1588.73
3132,2025-12-14,Juan Sales,Lopes,BA,Acessórios,Dinheiro,404.79,2,0.0,809.58,0.18,145.72
3133,2025-12-08,Ester Correia,Souza do Oeste,PR,Informática,Dinheiro,4779.7,4,0.05,18162.87,0.07,1271.4
3134,2025-11-12,Danilo Novaes,Porto,PR,Informática,Boleto,1741.19,3,0.0,5223.56,0.18,940.24
3135,2025-10-18,Luigi Vargas,Azevedo de Porto,SP,Acessórios,PIX,259.4,3,0.1,700.37,0.18,126.07
3136,2026-01-05,João Guilherme Mendonça,Macedo do Campo,RS,Eletrônicos,Dinheiro,4964.48,4,0.0,19857.93,0.18,3574.43
3137,2025-10-17,Carlos Eduardo Azevedo,Borges,PE,Acessórios,Dinheiro,44.84,5,0.0,224.21,0.12,26.9
3138,2025-11-19,Dr. Henry Gabriel Rios,Silveira,RS,Informática,PIX,3436.73,4,0.0,13746.93,0.18,2474.45
3139,2025-10-27,Renan Casa Grande,Abreu de Vargas,PR,Acessórios,Dinheiro,125.75,2,0.0,251.51,0.12,30.18
3140,2025-11-19,Bernardo Lopes,Fernandes,PR,Eletrônicos,Boleto,1961.88,4,0.0,7847.53,0.18,1412.55
3141,2025-08-15,Ana Sophia Araújo,Silveira,SC,Eletrônicos,Dinheiro,4123.14,3,0.0,12369.42,0.07,865.86
3142,2026-01-05,Henry Barros,Lima das Flores,SC,Informática,Boleto,7129.21,4,0.05,27090.99,0.07,1896.37
3143,2025-10-29,João Gabriel Porto,Barbosa,SC,Informática,PIX,5660.06,5,0.0,28300.28,0.18,5094.05
3144,2025-08-04,Sr. Vinicius Pastor,Cunha de Câmara,RJ,Acessórios,PIX,325.89,1,0.0,325.89,0.18,58.66
3145,2025-12-18,Yago Gomes,Teixeira da Prata,SC,Eletrônicos,Dinheiro,3858.06,3,0.05,10995.47,0.12,1319.46
3146,2025-10-26,Lucas Gabriel Alves,Pinto do Sul,CE,Eletrônicos,Boleto,4217.61,2,0.1,7591.7,0.18,1366.51
3147,2025-11-22,Antonella Viana,Ramos,BA,Acessórios,PIX,385.21,3,0.0,1155.64,0.12,138.68
3148,2025-11-21,Dra. Ágatha Pacheco,Marques,PR,Serviços,PIX,671.36,5,0.05,3188.98,0.12,382.68
3149,2025-07-19,Luiz Miguel Santos,Marques,RJ,Informática,Dinheiro,610.45,4,0.0,2441.81,0.18,439.53
3150,2025-08-17,Fernando Oliveira,Nogueira,RS,Eletrônicos,Boleto,3971.27,2,0.0,7942.55,0.18,1429.66
3151,2025-09-25,Allana Leão,Garcia,GO,Acessórios,Cartão,195.07,1,0.0,195.07,0.18,35.11
3152,2025-11-20,Sr. Emanuel Pimenta,Mendonça,RJ,Eletrônicos,Cartão,2603.92,4,0.0,10415.69,0.12,1249.88
3153,2025-09-13,Srta. Maria Luiza Oliveira,Ramos das Flores,GO,Eletrônicos,Cartão,4874.61,1,0.0,4874.61,0.12,584.95
3154,2025-11-25,Otto da Cruz,Farias,MG,Eletrônicos,Cartão,2796.49,4,0.1,10067.38,0.07,704.72
3155,2025-12-08,Ester Martins,Nogueira,SP,Acessórios,PIX,298.19,3,0.15,760.38,0.12,91.25
3156,2025-09-25,Heitor Castro,Rodrigues do Campo,PE,Acessórios,Dinheiro,348.1,5,0.0,1740.52,0.07,121.84
3157,2025-12-17,Antonella Aragão,Duarte das Pedras,RJ,Eletrônicos,Boleto,4073.22,5,0.0,20366.08,0.12,2443.93
3158,2025-10-11,Otávio Freitas,Fernandes dos Dourados,MG,Acessórios,Cartão,363.05,2,0.05,689.79,0.18,124.16
3159,2025-09-08,Sra. Fernanda Pinto,da Paz de Goiás,RS,Informática,Boleto,2201.6,2,0.0,4403.2,0.18,792.58
3160,2025-08-18,Dr. Davi Moreira,Albuquerque de Minas,RS,Eletrônicos,PIX,762.02,1,0.05,723.92,0.12,86.87
3161,2025-08-16,Dra. Zoe Leão,Ramos do Campo,PR,Eletrônicos,Dinheiro,963.18,5,0.1,4334.32,0.18,780.18
3162,2025-07-29,Maria Júlia Viana,da Paz,RS,Acessórios,Cartão,287.33,3,0.15,732.69,0.07,51.29
3163,2025-10-16,Gael Henrique Leão,Sales,SP,Eletrônicos,Cartão,3154.94,1,0.1,2839.44,0.18,511.1
3164,2025-09-11,Josué Montenegro,Campos,MG,Serviços,Boleto,237.56,1,0.0,237.56,0.18,42.76
3165,2025-11-01,Brenda da Cruz,Azevedo,SC,Informática,Boleto,5412.91,4,0.0,21651.62,0.07,1515.61
3166,2026-01-01,Zoe Viana,Correia,MG,Informática,Cartão,4927.15,1,0.0,4927.15,0.18,886.89
3167,2025-11-20,Samuel Cavalcante,Ferreira,RS,Informática,PIX,5785.07,5,0.1,26032.83,0.18,4685.91
3168,2025-09-09,Cauã Borges,Silveira Grande,RJ,Eletrônicos,Dinheiro,2355.86,5,0.0,11779.29,0.18,2120.27
3169,2025-08-01,Pedro Henrique da Mota,Sá,GO,Acessórios,Boleto,68.77,4,0.0,275.1,0.18,49.52
3170,2025-09-02,Melina Caldeira,Araújo,RS,Informática,Boleto,5860.0,2,0.0,11719.99,0.12,1406.4
3171,2025-12-28,Eduardo Aragão,da Rosa,SC,Acessórios,PIX,246.26,5,0.0,1231.31,0.18,221.64
3172,2026-01-04,Sra. Ana Julia da Cunha,Cirino de Marques,PE,Informática,Boleto,7144.73,1,0.0,7144.73,0.12,857.37
3173,2025-10-19,Sophie Correia,Siqueira da Mata,PR,Serviços,Cartão,460.76,1,0.05,437.72,0.18,78.79
3174,2026-01-11,Ana Júlia Fonseca,Vieira,PR,Acessórios,Boleto,363.18,2,0.05,690.03,0.18,124.21
3175,2025-10-11,Davi Santos,Lima,BA,Acessórios,Dinheiro,364.34,5,0.0,1821.69,0.07,127.52
3176,2025-10-11,Isabel Moreira,da Paz,GO,Serviços,Cartão,710.81,3,0.05,2025.81,0.12,243.1
3177,2025-09-22,Ayla da Rocha,Novais,RS,Eletrônicos,PIX,3097.92,2,0.0,6195.83,0.12,743.5
3178,2025-10-03,Joaquim Campos,Rodrigues,SP,Acessórios,Boleto,72.92,3,0.0,218.77,0.07,15.31
3179,2026-01-06,Juliana Duarte,Cirino,RS,Informática,Cartão,3773.44,2,0.05,7169.54,0.12,860.34
3180,2025-08-29,Isabella Vargas,Campos,SC,Acessórios,Cartão,390.3,4,0.15,1327.01,0.12,159.24
3181,2025-07-24,Josué Ramos,Cavalcante de Machado,SP,Eletrônicos,Dinheiro,4149.49,1,0.0,4149.49,0.12,497.94
3182,2025-12-01,Rebeca Alves,Lopes,SC,Eletrônicos,PIX,721.82,3,0.0,2165.45,0.18,389.78
3183,2025-09-12,Luana da Conceição,Santos,PE,Informática,Cartão,4859.3,4,0.0,19437.21,0.07,1360.6
3184,2025-10-03,Davi Lucas Silva,Mendes Paulista,SP,Acessórios,Cartão,392.65,5,0.05,1865.08,0.18,335.71
3185,2025-11-06,Pedro Henrique Marques,Costa,MG,Serviços,Dinheiro,524.66,1,0.0,524.66,0.18,94.44
3186,2025-09-30,Rodrigo Albuquerque,Castro Verde,PE,Serviços,Dinheiro,632.54,3,0.0,1897.61,0.12,227.71
3187,2025-11-07,Antônio Novaes,Moura,CE,Eletrônicos,Dinheiro,233.12,4,0.05,885.86,0.12,106.3
3188,2025-08-05,Cauã Sales,Pereira Alegre,SC,Informática,PIX,1728.1,3,0.15,4406.66,0.07,308.47
3189,2025-10-01,Arthur Gabriel Pastor,Vieira das Flores,GO,Informática,PIX,369.19,3,0.0,1107.58,0.18,199.36
3190,2025-09-06,Otto Souza,Novaes,GO,Serviços,Dinheiro,162.72,4,0.0,650.87,0.18,117.16
3191,2025-09-18,Isabelly Vieira,da Cunha do Norte,PE,Informática,Cartão,3695.33,1,0.0,3695.33,0.12,443.44
3192,2025-11-14,Antônio Marques,da Cunha,GO,Acessórios,Cartão,115.63,2,0.0,231.26,0.18,41.63
3193,2025-09-22,Sra. Beatriz Novais,Guerra Grande,RJ,Informática,Cartão,4834.77,5,0.0,24173.87,0.07,1692.17
3194,2025-07-19,Luara Machado,Pinto,RJ,Acessórios,Dinheiro,107.4,5,0.0,536.99,0.12,64.44
3195,2025-08-04,Mariana Dias,Castro,SP,Informática,Boleto,3236.55,1,0.05,3074.73,0.12,368.97
3196,2025-09-29,Liam da Rosa,Campos,CE,Acessórios,Cartão,314.46,3,0.0,943.39,0.18,169.81
3197,2025-10-21,Dr. Marcos Vinicius Vasconcelos,Cunha,PR,Serviços,Dinheiro,274.26,3,0.0,822.77,0.18,148.1
3198,2026-01-02,Sr. Luan Lopes,Macedo de Montenegro,SC,Acessórios,Cartão,470.1,1,0.1,423.09,0.12,50.77
3199,2025-11-15,Henrique Viana,da Costa,BA,Informática,Boleto,6622.56,5,0.0,33112.8,0.12,3973.54
3200,2025-09-29,Ryan Guerra,Vargas Verde,BA,Informática,Dinheiro,727.61,5,0.05,3456.17,0.12,414.74
3201,2025-12-31,Carlos Eduardo Cavalcante,Cavalcante de Freitas,CE,Eletrônicos,Dinheiro,1757.13,4,0.0,7028.52,0.12,843.42
3202,2025-09-28,Esther Novaes,Monteiro Verde,SC,Eletrônicos,Boleto,4705.24,5,0.1,21173.59,0.18,3811.25
3203,2025-10-10,Alana Sá,Gonçalves de Goiás,MG,Informática,Boleto,5339.52,5,0.05,25362.72,0.18,4565.29
3204,2025-12-04,Maria Laura Vasconcelos,Rocha,GO,Acessórios,Dinheiro,171.33,4,0.0,685.32,0.18,123.36
3205,2026-01-03,Benjamin Almeida,Peixoto,RS,Informática,Dinheiro,299.95,1,0.0,299.95,0.12,35.99
3206,2025-10-11,Davi Luiz Pacheco,Lima,BA,Eletrônicos,Dinheiro,3028.93,2,0.05,5754.97,0.12,690.6
3207,2025-12-28,Alana Casa Grande,Araújo Grande,CE,Informática,Dinheiro,6444.54,5,0.0,32222.71,0.18,5800.09
3208,2025-09-27,Enzo Siqueira,Moura,PR,Eletrônicos,Cartão,4506.07,2,0.0,9012.14,0.18,1622.19
3209,2025-11-10,Pedro Henrique Pires,Costela do Oeste,SP,Informática,PIX,3328.2,4,0.0,13312.78,0.07,931.89
3210,2025-10-23,Maria Vitória Martins,Siqueira da Prata,GO,Eletrônicos,Dinheiro,1111.9,1,0.0,1111.9,0.07,77.83
3211,2025-12-04,Maria Isis Moraes,Teixeira de Goiás,MG,Eletrônicos,PIX,3506.89,2,0.0,7013.78,0.07,490.96
3212,2026-01-11,Kevin Farias,da Costa,GO,Informática,Cartão,2108.87,4,0.0,8435.49,0.12,1012.26
3213,2025-07-30,Maria Luiza Garcia,Cavalcante,RS,Acessórios,Dinheiro,218.01,2,0.05,414.22,0.07,29.0
3214,2025-12-13,Clarice Barros,Aparecida,PE,Informática,PIX,4655.3,4,0.0,18621.18,0.07,1303.48
3215,2025-12-11,Mirella Lopes,Sales das Pedras,BA,Acessórios,PIX,315.86,1,0.0,315.86,0.18,56.86
3216,2025-08-02,Bruno Pires,Fogaça,SC,Serviços,PIX,646.62,3,0.05,1842.88,0.12,221.15
3217,2025-11-07,Srta. Luana Costa,Vieira das Flores,PE,Informática,PIX,2024.32,5,0.1,9109.42,0.12,1093.13
3218,2025-09-06,Maria Julia Vieira,Costela de Fernandes,BA,Acessórios,Boleto,25.56,4,0.0,102.22,0.18,18.4
3219,2025-07-29,Anthony Gomes,Santos do Galho,SC,Informática,Boleto,7502.94,5,0.1,33763.25,0.07,2363.43
3220,2025-10-28,Clara Novaes,Garcia Verde,RS,Informática,Cartão,6552.37,1,0.0,6552.37,0.07,458.67
3221,2025-10-13,Dr. Kaique da Mota,Gomes da Prata,RJ,Informática,Dinheiro,4298.74,3,0.0,12896.23,0.18,2321.32
